City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
357,weno,7.4515,151.8468,30.97,79,100,2.06,FM,1690259468
358,happy valley-goose bay,53.3168,-60.3315,16.17,77,100,2.57,CA,1690259043
359,kayyerkan,69.3786,87.7439,18.5,72,48,3.7,RU,1690259560
360,wenatchee,47.4235,-120.3103,22.44,53,22,3.04,US,1690259181
361,westport,41.1415,-73.3579,25.41,91,0,2.68,US,1690259504
362,roosevelt,33.9668,-103.4505,30.12,23,5,8.49,US,1690259561
363,le vauclin,14.5452,-60.8388,27.03,89,75,5.14,MQ,1690258970
364,velizh,55.6056,31.1967,15.74,92,84,2.09,RU,1690259561
365,verdal,63.7933,11.4817,11.02,78,99,1.38,NO,1690259561
366,zhumysker,49.3333,49.4,26.32,42,100,2.59,KZ,1690259562
367,bor,56.3567,44.0669,16.96,88,72,3.81,RU,1690259562
368,sirte,31.2089,16.5887,27.74,65,0,0.91,LY,1690259047
369,middelburg,-25.7751,29.4648,8.31,83,59,1.79,ZA,1690259562
370,fonte boa,-2.4959,-66.2662,22.95,79,17,0.89,BR,1690259563
371,klaksvik,62.2266,-6.589,7.51,83,100,5.56,FO,1690258999
372,mont-dore,-22.2833,166.5833,21.11,99,98,4.86,NC,1690259019
373,rmi capitol,7.0893,171.3805,29.97,74,100,2.06,MH,1690259564
374,betioky,-23.7167,44.3833,15.77,80,1,0.75,MG,1690259564
375,portel,-1.9356,-50.8211,23.38,66,5,1.15,BR,1690259564
376,kalispell,48.1958,-114.3129,24.16,38,0,2.06,US,1690259564
377,whangarei,-35.7317,174.3239,11.85,79,49,4.48,NZ,1690259494
378,dombarovskiy,50.7587,59.5386,26.02,36,100,3.42,RU,1690259565
379,dawei,14.0833,98.2,24.36,97,100,1.47,MM,1690259565
380,moose jaw,50.4001,-105.5344,25.23,37,45,3.66,CA,1690259565
381,domna,51.8971,113.1573,22.09,64,40,1.0,RU,1690259565
382,port augusta,-32.5,137.7667,18.07,44,0,1.19,AU,1690259050
383,amasya,40.6667,35.8333,16.82,73,7,1.04,TR,1690259566
384,nouadhibou,20.931,-17.0347,22.99,73,29,7.2,MR,1690259496
385,pangody,65.85,74.4859,24.23,55,95,3.88,RU,1690259047
386,portland,45.5234,-122.6762,22.99,65,75,6.69,US,1690259265
387,lethem,3.3803,-59.7968,24.32,88,100,1.29,GY,1690259566
388,cassino,41.4876,13.8315,27.51,62,6,2.24,IT,1690259567
389,gaspe,48.8334,-64.4819,17.95,100,0,0.0,CA,1690259567
390,salahonda,2.1019,-78.7217,27.11,83,100,6.13,CO,1690259567
391,el abiodh sidi cheikh,32.893,0.5484,26.24,17,4,0.74,DZ,1690259567
392,alpena,45.0617,-83.4327,17.84,97,0,0.0,US,1690259567
393,shingu,33.7333,135.9833,30.35,66,17,3.78,JP,1690259459
394,sur,22.5667,59.5289,26.57,86,100,1.91,OM,1690259025
395,gonzales,30.2385,-90.9201,27.81,83,0,0.0,US,1690259426
396,kruisfontein,-34.0033,24.7314,6.11,70,0,2.33,ZA,1690259016
397,longmen,24.9597,118.0889,33.34,50,21,3.65,CN,1690259568
398,marsabit,2.3284,37.9899,16.53,73,60,7.58,KE,1690259569
399,bechar,31.6167,-2.2167,34.18,17,40,2.57,DZ,1690259569
400,serafimovich,49.5786,42.736,21.46,58,27,1.56,RU,1690259569
401,berdigestyakh,62.0989,126.6992,29.86,40,61,2.75,RU,1690259569
402,kill devil hills,36.0307,-75.676,26.01,89,0,2.57,US,1690259569
403,bayside,40.8424,-124.0637,16.75,91,100,0.0,US,1690259570
404,benguela,-12.5763,13.4055,20.39,87,94,1.55,AO,1690259570
405,coxim,-18.5067,-54.76,20.66,40,0,1.07,BR,1690259570
406,arawa,-6.2132,155.5367,27.23,87,98,2.05,PG,1690259570
407,roswell,34.0232,-84.3616,24.75,84,0,0.0,US,1690259416
408,saipan,15.1355,145.701,30.39,100,100,6.17,MP,1690259018
409,lluta,-16.0147,-72.0142,10.61,23,0,1.58,PE,1690259571
410,higuera de zaragoza,25.95,-109.2833,31.96,69,51,5.62,MX,1690259571
411,lake munmorah,-33.1936,151.5719,19.76,63,13,0.89,AU,1690259571
412,harrai,22.6167,79.2167,29.31,67,70,1.39,IN,1690259571
413,trosa,58.8962,17.5481,16.31,90,100,2.53,SE,1690259572
414,koryazhma,61.3143,47.1691,15.49,81,71,2.45,RU,1690259572
415,camana,-16.6228,-72.7111,16.74,85,80,2.59,PE,1690259572
416,sandnessjoen,66.0217,12.6316,14.06,90,75,1.54,NO,1690259572
417,quinzano d'oglio,45.3109,10.0086,19.3,94,98,0.95,IT,1690259572
418,qusmuryn,52.4503,64.6311,26.02,35,73,3.89,KZ,1690259573
419,alajarvi,63.0,23.8167,11.73,92,92,0.98,FI,1690259573
420,osan,37.1522,127.0706,32.87,79,100,3.67,KR,1690259573
421,vorgashor,67.5833,63.95,20.12,64,86,2.02,RU,1690259573
422,niamey,13.5137,2.1098,27.16,89,0,1.54,NE,1690259573
423,carnarvon,-24.8667,113.6333,22.55,51,89,11.53,AU,1690259574
424,dakhla,23.6848,-15.958,19.38,92,5,8.72,EH,1690259497
425,zhigalovo,54.8097,105.1578,25.51,48,55,1.35,RU,1690259470
426,onega,63.9061,38.1404,12.44,95,96,2.62,RU,1690259574
427,edgewater,28.9889,-80.9023,26.08,88,63,2.58,US,1690259574
428,tionk essil,12.7856,-16.5217,25.66,88,100,2.51,SN,1690259575
429,susuman,62.7833,148.1667,21.25,49,74,4.44,RU,1690259575
430,faya-largeau,17.9257,19.1043,30.78,18,78,1.39,TD,1690259439
431,port alfred,-33.5906,26.891,10.32,67,0,2.86,ZA,1690259575
432,wenchang,30.904,118.4887,32.09,71,100,1.47,CN,1690259575
433,angaur state,6.906,134.13,28.25,80,99,5.68,PW,1690259576
434,san juan bautista,-14.0108,-75.7358,17.54,78,0,1.18,PE,1690259576
435,nakskov,54.8373,11.1284,15.62,79,9,7.66,DK,1690259576
436,meulaboh,4.1363,96.1285,29.5,65,38,2.0,ID,1690259576
437,binbrook,43.121,-79.804,22.12,86,0,3.09,CA,1690259576
438,el porvenir,13.7617,-87.3458,25.63,70,96,2.72,HN,1690259577
439,tobelo,1.7284,128.0095,29.52,68,87,4.31,ID,1690259577
440,aykhal,66.0,111.5,17.46,66,92,2.97,RU,1690259463
441,rongelap,11.1635,166.8941,28.85,75,59,6.66,MH,1690259577
442,altai,46.3722,96.2583,19.22,28,28,4.08,MN,1690259577
443,kone,-21.0595,164.8658,22.88,51,98,6.58,NC,1690259037
444,mohr,54.3528,9.7167,13.08,93,20,3.09,DE,1690259578
445,legionowo,52.4015,20.9266,21.88,78,0,5.66,PL,1690259578
446,boende,-0.2167,20.8667,23.57,84,64,1.31,CD,1690259578
447,forster,-32.1667,152.5167,19.05,64,82,3.67,AU,1690258991
448,reggane,26.7158,0.1714,33.86,9,1,1.95,DZ,1690259578
449,kapa'a,22.0752,-159.319,28.99,87,40,6.69,US,1690259291
450,sale,34.0389,-6.8166,22.38,73,40,0.0,MA,1690259579
451,greymouth,-42.4667,171.2,9.66,88,79,8.91,NZ,1690259579
452,qoryooley,1.7878,44.53,26.39,67,33,7.45,SO,1690259579
453,villa bruzual,9.3328,-69.1208,22.56,97,6,1.17,VE,1690259580
454,salalah,17.0151,54.0924,26.05,94,100,2.57,OM,1690259580
455,mohale's hoek,-30.1514,27.4769,2.52,28,91,0.78,LS,1690259580
456,pama,11.2497,0.7075,23.1,93,100,1.75,BF,1690259580
457,mwinilunga,-11.7358,24.4293,12.02,61,0,1.86,ZM,1690259580
458,tuba city,36.135,-111.2399,26.88,38,84,0.45,US,1690259581
459,lubango,-14.9172,13.4925,13.53,32,45,0.64,AO,1690259581
460,nguigmi,14.2495,13.1092,28.79,54,16,5.12,NE,1690258981
461,poronaysk,49.2167,143.1167,20.61,82,16,3.9,RU,1690259581
462,karatuzskoye,53.6072,92.8667,16.31,88,100,1.34,RU,1690259581
463,howrah,22.5892,88.3103,31.0,79,40,4.63,IN,1690259581
464,altenkunstadt,50.125,11.2503,16.03,90,98,0.58,DE,1690259582
465,khoyniki,51.8911,29.9552,19.02,89,79,2.35,BY,1690259582
466,wokha,26.1,94.2667,22.44,74,100,0.87,IN,1690259582
467,williams lake,52.1415,-122.1445,15.76,83,100,4.63,CA,1690259583
468,santa marta,11.2408,-74.199,29.03,70,20,7.2,CO,1690259315
469,puerto aysen,-45.4,-72.7,1.1,99,97,0.2,CL,1690259583
470,vila velha,-20.3297,-40.2925,19.97,91,75,1.03,BR,1690259005
471,tutoia,-2.7619,-42.2744,25.07,87,17,3.51,BR,1690259583
472,moab,38.5733,-109.5498,33.03,34,39,0.77,US,1690259412
473,abadeh,31.1608,52.6506,29.76,13,89,1.83,IR,1690259584
474,nieuw amsterdam,5.8833,-55.0833,25.08,92,71,2.17,SR,1690259584
475,puerto armuelles,8.2833,-82.8667,27.83,70,100,1.34,PA,1690259540
476,ust-tsilma,65.441,52.1498,19.79,63,56,2.39,RU,1690259585
477,at taj,24.2049,23.2857,29.43,22,3,3.41,LY,1690259455
478,svetlyy,54.675,20.1347,17.2,91,60,4.88,RU,1690259585
479,samaniego,1.3385,-77.5957,16.41,80,100,3.03,CO,1690259585
480,boueni,-12.9025,45.0761,24.99,69,89,4.43,YT,1690259585
481,kudahuvadhoo,2.6708,72.8944,28.17,78,86,3.8,MV,1690259587
482,villa rica,33.7321,-84.9191,24.66,94,0,1.8,US,1690259587
483,castelli,-25.9468,-60.6195,14.19,76,100,3.18,AR,1690259587
484,taoudenni,22.6783,-3.9836,36.34,19,70,4.03,ML,1690259587
485,glenfield park,-35.1372,147.334,16.31,56,1,0.46,AU,1690259588
486,taltal,-25.4,-70.4833,14.47,86,34,0.53,CL,1690259481
487,jeremoabo,-10.075,-38.4808,16.93,99,19,2.12,BR,1690259588
488,malango,-2.9627,119.9001,28.0,52,79,1.7,ID,1690259456
489,chu,43.5983,73.7614,36.64,12,19,1.97,KZ,1690259588
490,summerside,46.3959,-63.7876,20.94,88,40,3.6,CA,1690259589
491,ekuvukeni,-28.4675,30.1551,6.63,92,100,0.87,ZA,1690259589
492,praia da vitoria,38.7333,-27.0667,21.53,94,75,3.98,PT,1690259459
493,guacamayas,18.0167,-102.2167,26.15,83,100,1.7,MX,1690259589
494,segovia,41.1667,-4.0,14.68,80,1,2.01,ES,1690259589
495,nanao,37.05,136.9667,36.83,57,1,3.38,JP,1690259590
496,mende,44.6667,3.5,7.69,96,96,3.04,FR,1690259590
497,dumas,35.8656,-101.9732,29.19,32,0,4.63,US,1690259590
498,conception bay south,47.4999,-52.9981,20.58,90,61,3.57,CA,1690259439
499,tralee,52.2704,-9.7026,10.14,91,18,1.04,IE,1690258995
500,maceio,-9.6658,-35.7353,20.69,100,20,1.54,BR,1690259487
501,najran,17.4924,44.1277,33.36,15,71,6.76,SA,1690259557
502,mareeba,-17.0,145.4333,23.02,49,82,3.11,AU,1690259008
503,gandiaye,14.2333,-16.2667,26.06,75,100,2.4,SN,1690259591
504,peniche,39.3558,-9.3811,17.94,84,1,8.4,PT,1690259592
505,puerto santa,-8.9906,-78.6456,20.96,82,82,4.13,PE,1690259592
506,mawlaik,23.6333,94.4167,34.04,56,87,1.77,MM,1690259592
507,labuan bajo,-8.4964,119.8877,27.47,63,62,2.05,ID,1690259592
508,oban,56.4127,-5.4706,9.65,89,83,0.48,GB,1690259593
509,eldoret,0.5204,35.2699,13.05,94,75,1.54,KE,1690259360
510,morrope,-6.5417,-80.0111,22.06,83,91,4.84,PE,1690259593
511,rossosh',51.1209,38.5116,20.12,64,59,4.54,RU,1690259593
512,mundemba,4.9479,8.8724,22.12,97,82,0.7,CM,1690259593
513,san jose del guaviare,2.5729,-72.6459,21.57,97,83,0.79,CO,1690259594
514,chinde,26.8418,88.0763,22.43,76,97,1.14,NP,1690259439
515,aldama,22.9167,-98.0667,25.83,82,100,1.16,MX,1690259594
516,sabang,5.8933,95.3214,28.54,74,100,9.93,ID,1690259491
517,copala,16.65,-98.9833,26.67,80,100,1.83,MX,1690259595
518,erechim,-27.6342,-52.2739,13.4,90,36,1.59,BR,1690259595
519,paita,-5.0892,-81.1144,21.47,83,54,4.99,PE,1690259595
520,nyala,12.05,24.8833,26.68,58,100,5.36,SD,1690259595
521,yuzhno-kurilsk,44.0306,145.8556,22.64,83,45,0.62,RU,1690259496
522,panna,24.7167,80.2,33.79,48,86,1.22,IN,1690259596
523,nantucket,41.2835,-70.0995,23.33,80,38,4.9,US,1690259596
524,newark on trent,53.0667,-0.8167,12.34,92,89,0.89,GB,1690259579
525,guatrache,-37.6678,-63.5302,5.23,81,11,7.04,AR,1690259596
526,al mindak,20.1588,41.2834,23.78,16,80,1.85,SA,1690259597
527,qarauyl,48.9451,79.255,27.38,34,66,4.26,KZ,1690259597
528,santa ana,33.7456,-117.8678,29.48,79,0,3.6,US,1690258956
529,balykshi,47.0667,51.8667,24.0,88,75,3.0,KZ,1690259597
530,chibougamau,49.9168,-74.3659,15.79,94,100,1.18,CA,1690259512
531,cedartown,34.0537,-85.255,21.85,91,0,0.98,US,1690259598
532,san luis de la loma,17.2706,-100.8939,26.73,83,96,1.96,MX,1690259485
533,boi,9.5683,9.4953,20.31,92,29,1.81,NG,1690259598
534,anloga,5.7947,0.8973,24.8,91,100,4.9,GH,1690259030
535,tucurui,-3.7661,-49.6725,22.71,54,1,0.33,BR,1690259599
536,lazaro cardenas,17.9583,-102.2,26.83,80,100,1.6,MX,1690259512
537,vallegrande,-18.4897,-64.1069,12.54,84,87,1.9,BO,1690259599
538,takhatgarh,25.3333,73.0,31.0,66,100,4.9,IN,1690259599
539,necochea,-38.5473,-58.7368,3.34,85,9,4.08,AR,1690259034
540,arkhara,49.4212,130.0842,22.07,89,99,2.41,RU,1690259600
541,lincoln,40.8,-96.667,26.95,83,0,4.63,US,1690259409
542,sretensk,52.2453,117.7093,30.09,30,96,1.17,RU,1690259600
543,hede,33.7681,120.2517,31.77,66,99,2.62,CN,1690259600
544,murrells inlet,33.551,-79.0414,27.04,89,0,2.06,US,1690259474
545,eirunepe,-6.6603,-69.8736,23.71,66,59,0.14,BR,1690259601
546,saint-francois,46.4154,3.9054,15.69,82,100,2.06,FR,1690259040
547,darhan,49.4867,105.9228,24.79,52,21,1.39,MN,1690259601
548,bamboo flat,11.7,92.7167,30.05,74,40,4.12,IN,1690259457
549,somerset,40.5668,-74.5496,25.48,80,0,0.0,US,1690259540
550,dawson creek,55.7666,-120.2362,16.8,77,75,1.54,CA,1690259532
551,magadan,59.5667,150.8,24.74,60,19,2.4,RU,1690259032
552,denov,38.2667,67.9,37.87,11,2,1.44,UZ,1690259602
553,arraial do cabo,-22.9661,-42.0278,20.71,91,4,9.1,BR,1690259458
554,newman,37.3138,-121.0208,28.13,28,50,2.2,US,1690259602
555,siem reap,13.5,104.0,28.86,86,91,2.02,KH,1690259603
556,caleta de carquin,-11.0925,-77.6267,19.69,82,22,3.91,PE,1690259603
557,warwick,41.7001,-71.4162,22.89,89,20,2.68,US,1690259603
558,lubang,13.8584,120.124,28.61,82,100,12.01,PH,1690259437
559,nogliki,51.8333,143.1667,16.1,83,66,4.87,RU,1690259513
560,fort bragg,35.139,-79.006,25.91,88,0,0.0,US,1690259604
561,mil'kovo,55.6078,37.7956,15.73,91,54,1.07,RU,1690259604
562,caister-on-sea,52.6481,1.7265,10.21,72,97,2.89,GB,1690259604
563,alice springs,-23.7,133.8833,18.75,32,0,7.72,AU,1690259443
564,franceville,-1.6333,13.5836,20.08,88,15,0.96,GA,1690259605
565,sumbawa besar,-8.5,117.4333,32.62,40,26,4.48,ID,1690259487
566,basti,26.8,82.7167,29.22,77,97,7.36,IN,1690259605
567,kincardine,56.0667,-3.7167,11.66,93,63,2.21,GB,1690259605
568,djibo,14.1022,-1.6306,26.77,68,50,4.98,BF,1690259606
569,moyynkum,44.2914,72.9469,36.44,11,0,3.57,KZ,1690259606
570,nizhneudinsk,54.9076,99.0276,22.35,60,42,1.28,RU,1690259536
571,sanibel,26.449,-82.0223,30.0,80,59,1.34,US,1690259555
572,la ronge,55.1001,-105.2842,21.14,52,0,0.51,CA,1690259606
573,mombetsu,44.3525,143.3525,29.01,79,75,3.6,JP,1690259607
574,tamiahua,21.2667,-97.45,24.91,79,100,2.32,MX,1690259607
575,mahina,-17.5065,-149.489,26.87,83,75,4.63,PF,1690259497
576,borovichi,58.3878,33.9155,15.43,68,12,2.11,RU,1690259607
577,inverell,-29.7833,151.1167,20.06,47,3,2.24,AU,1690259608
578,calafat,43.9911,22.9328,23.81,45,5,1.56,RO,1690259608
579,chincha alta,-13.4099,-76.1323,15.33,84,6,0.53,PE,1690259608
580,ondangwa,-17.9167,15.95,13.0,35,85,1.03,NA,1690259609
581,fuglafjordur,62.244,-6.814,7.26,84,100,4.76,FO,1690259609
582,pasni,25.2631,63.471,28.58,86,98,7.85,PK,1690259609
583,kenai,60.5544,-151.2583,16.05,83,0,8.75,US,1690259609
584,puerto leguizamo,-0.1934,-74.7819,23.2,84,100,0.82,CO,1690259610
585,cova figueira,14.8905,-24.2934,22.84,86,99,5.55,CV,1690259610
586,yangquan,37.8575,113.5633,35.94,25,4,4.18,CN,1690259610
587,novyy urgal,51.0736,132.5642,21.71,89,99,1.11,RU,1690259610
588,kyaikto,17.3,97.0167,28.71,77,49,4.35,MM,1690259611
589,lethbridge,49.7,-112.8186,28.06,21,40,6.69,CA,1690259425
590,sungailiat,-1.85,106.1333,28.88,72,56,4.9,ID,1690259611
591,saatli,36.7871,36.8716,26.02,41,0,2.71,TR,1690259611
